departure_city,departure_iata,departure_icao,arrival_city,arrival_iata,arrival_icao
Tirana,TIA,LATI,Geneva,GVA,LSGG
Tirana,TIA,LATI,Lisbon,LIS,LPPT
Innsbruck,INN,LOWI,Birmingham,BHX,EGBB
Innsbruck,INN,LOWI,Bristol,BRS,EGGD
Innsbruck,INN,LOWI,Edinburgh,EDI,EGPH
Innsbruck,INN,LOWI,London Gatwick,LGW,EGKK
Innsbruck,INN,LOWI,London Luton,LTN,EGGW
Innsbruck,INN,LOWI,Manchester,MAN,EGCC
Salzburg,SZG,LOWS,Bristol,BRS,EGGD
Salzburg,SZG,LOWS,Liverpool,LPL,EGGP
Salzburg,SZG,LOWS,London Gatwick,LGW,EGKK
Salzburg,SZG,LOWS,London Luton,LTN,EGGW
Salzburg,SZG,LOWS,London Southend,SEN,EGMC
Vienna,VIE,LOWW,Basel,BSL,LFSB
Vienna,VIE,LOWW,Bristol,BRS,EGGD
Vienna,VIE,LOWW,London Gatwick,LGW,EGKK
Vienna,VIE,LOWW,Manchester,MAN,EGCC
Vienna,VIE,LOWW,Milan Linate,LIN,LIML
Brussels Intl,BRU,EBBR,Bordeaux,BOD,LFBD
Brussels Intl,BRU,EBBR,Geneva,GVA,LSGG
Brussels Intl,BRU,EBBR,Milan Linate,LIN,LIML
Brussels Intl,BRU,EBBR,Nantes,NTE,LFRS
Brussels Intl,BRU,EBBR,Nice,NCE,LFMN
Brussels Intl,BRU,EBBR,Rome Fiumicino,FCO,LIRF
Burgas,BOJ,LBBG,Berlin Brandenburg,BER,EDDB
Burgas,BOJ,LBBG,London Gatwick,LGW,EGKK
Burgas,BOJ,LBBG,Manchester,MAN,EGCC
Sofia,SOF,LBSF,London Gatwick,LGW,EGKK
Sofia,SOF,LBSF,Manchester,MAN,EGCC
Sofia,SOF,LBSF,Paris Orly,ORY,LFPO
Boa Vista,BVC,GVBA,Lisbon,LIS,LPPT
Boa Vista,BVC,GVBA,Porto,OPO,LPPR
Praia,RAI,GVNP,Lisbon,LIS,LPPT
Praia,RAI,GVNP,Porto,OPO,LPPR
Sal - Cape Verde,SID,GVAC,Amsterdam,AMS,EHAM
Sal - Cape Verde,SID,GVAC,Bristol,BRS,EGGD
Sal - Cape Verde,SID,GVAC,Lisbon,LIS,LPPT
Sal - Cape Verde,SID,GVAC,London Gatwick,LGW,EGKK
Sal - Cape Verde,SID,GVAC,Manchester,MAN,EGCC
Sal - Cape Verde,SID,GVAC,Milan Malpensa,MXP,LIMC
Sal - Cape Verde,SID,GVAC,Porto,OPO,LPPR
Sao Vicente,VXE,GVSV,Lisbon,LIS,LPPT
Sao Vicente,VXE,GVSV,Porto,OPO,LPPR
Dubrovnik,DBV,LDDU,Basel,BSL,LFSB
Dubrovnik,DBV,LDDU,Bordeaux,BOD,LFBD
Dubrovnik,DBV,LDDU,Bristol,BRS,EGGD
Dubrovnik,DBV,LDDU,Edinburgh,EDI,EGPH
Dubrovnik,DBV,LDDU,Geneva,GVA,LSGG
Dubrovnik,DBV,LDDU,London Gatwick,LGW,EGKK
Dubrovnik,DBV,LDDU,Lyon,LYS,LFLL
Dubrovnik,DBV,LDDU,Manchester,MAN,EGCC
Dubrovnik,DBV,LDDU,Nantes,NTE,LFRS
Dubrovnik,DBV,LDDU,Naples,NAP,LIRN
Dubrovnik,DBV,LDDU,Paris Orly,ORY,LFPO
Pula,PUY,LDPL,Amsterdam,AMS,EHAM
Pula,PUY,LDPL,Basel,BSL,LFSB
Pula,PUY,LDPL,Berlin Brandenburg,BER,EDDB
Pula,PUY,LDPL,Bristol,BRS,EGGD
Pula,PUY,LDPL,Glasgow,GLA,EGPF
Pula,PUY,LDPL,London Gatwick,LGW,EGKK
Pula,PUY,LDPL,London Luton,LTN,EGGW
Split,SPU,LDSP,Amsterdam,AMS,EHAM
Split,SPU,LDSP,Basel,BSL,LFSB
Split,SPU,LDSP,Berlin Brandenburg,BER,EDDB
Split,SPU,LDSP,Bristol,BRS,EGGD
Split,SPU,LDSP,Geneva,GVA,LSGG
Split,SPU,LDSP,Glasgow,GLA,EGPF
Split,SPU,LDSP,Liverpool,LPL,EGGP
Split,SPU,LDSP,London Gatwick,LGW,EGKK
Split,SPU,LDSP,London Luton,LTN,EGGW
Split,SPU,LDSP,Lyon,LYS,LFLL
Split,SPU,LDSP,Manchester,MAN,EGCC
Split,SPU,LDSP,Milan Linate,LIN,LIML
Split,SPU,LDSP,Naples,NAP,LIRN
Split,SPU,LDSP,Paris Charles de Gaulle,CDG,LFPG
Split,SPU,LDSP,Paris Orly,ORY,LFPO
Split,SPU,LDSP,Porto,OPO,LPPR
Zadar,ZAD,LDZD,Basel,BSL,LFSB
Zadar,ZAD,LDZD,London Gatwick,LGW,EGKK
Cyprus Larnaca,LCA,LCLK,Amsterdam,AMS,EHAM
Cyprus Larnaca,LCA,LCLK,Basel,BSL,LFSB
Cyprus Larnaca,LCA,LCLK,Belfast Intl,BFS,EGAA
Cyprus Larnaca,LCA,LCLK,Berlin Brandenburg,BER,EDDB
Cyprus Larnaca,LCA,LCLK,Birmingham,BHX,EGBB
Cyprus Larnaca,LCA,LCLK,Bristol,BRS,EGGD
Cyprus Larnaca,LCA,LCLK,Geneva,GVA,LSGG
Cyprus Larnaca,LCA,LCLK,Glasgow,GLA,EGPF
Cyprus Larnaca,LCA,LCLK,Liverpool,LPL,EGGP
Cyprus Larnaca,LCA,LCLK,London Gatwick,LGW,EGKK
Cyprus Larnaca,LCA,LCLK,London Luton,LTN,EGGW
Cyprus Larnaca,LCA,LCLK,Manchester,MAN,EGCC
Cyprus Larnaca,LCA,LCLK,Paris Charles de Gaulle,CDG,LFPG
Cyprus Paphos,PFO,LCPH,Bristol,BRS,EGGD
Cyprus Paphos,PFO,LCPH,Edinburgh,EDI,EGPH
Cyprus Paphos,PFO,LCPH,Liverpool,LPL,EGGP
Cyprus Paphos,PFO,LCPH,London Gatwick,LGW,EGKK
Cyprus Paphos,PFO,LCPH,London Luton,LTN,EGGW
Cyprus Paphos,PFO,LCPH,Manchester,MAN,EGCC
Prague,PRG,LKPR,Alicante,ALC,LEAL
Prague,PRG,LKPR,Amsterdam,AMS,EHAM
Prague,PRG,LKPR,Basel,BSL,LFSB
Prague,PRG,LKPR,Belfast Intl,BFS,EGAA
Prague,PRG,LKPR,Birmingham,BHX,EGBB
Prague,PRG,LKPR,Bordeaux,BOD,LFBD
Prague,PRG,LKPR,Bristol,BRS,EGGD
Prague,PRG,LKPR,Edinburgh,EDI,EGPH
Prague,PRG,LKPR,Geneva,GVA,LSGG
Prague,PRG,LKPR,Glasgow,GLA,EGPF
Prague,PRG,LKPR,Hamburg,HAM,EDDH
Prague,PRG,LKPR,Lille,LIL,LFQQ
Prague,PRG,LKPR,Lisbon,LIS,LPPT
Prague,PRG,LKPR,Liverpool,LPL,EGGP
Prague,PRG,LKPR,London Gatwick,LGW,EGKK
Prague,PRG,LKPR,London Luton,LTN,EGGW
Prague,PRG,LKPR,Lyon,LYS,LFLL
Prague,PRG,LKPR,Manchester,MAN,EGCC
Prague,PRG,LKPR,Marrakech,RAK,GMMX
Prague,PRG,LKPR,Milan Malpensa,MXP,LIMC
Prague,PRG,LKPR,Nantes,NTE,LFRS
Prague,PRG,LKPR,Naples,NAP,LIRN
Prague,PRG,LKPR,Newcastle,NCL,EGNT
Prague,PRG,LKPR,Nice,NCE,LFMN
Prague,PRG,LKPR,Porto,OPO,LPPR
Copenhagen,CPH,EKCH,Amsterdam,AMS,EHAM
Copenhagen,CPH,EKCH,Basel,BSL,LFSB
Copenhagen,CPH,EKCH,Berlin Brandenburg,BER,EDDB
Copenhagen,CPH,EKCH,Birmingham,BHX,EGBB
Copenhagen,CPH,EKCH,Bristol,BRS,EGGD
Copenhagen,CPH,EKCH,Edinburgh,EDI,EGPH
Copenhagen,CPH,EKCH,Geneva,GVA,LSGG
Copenhagen,CPH,EKCH,London Gatwick,LGW,EGKK
Copenhagen,CPH,EKCH,Manchester,MAN,EGCC
Copenhagen,CPH,EKCH,Milan Linate,LIN,LIML
Copenhagen,CPH,EKCH,Newcastle,NCL,EGNT
Cairo Sphinx,SPX,HESX,Berlin Brandenburg,BER,EDDB
Cairo Sphinx,SPX,HESX,Geneva,GVA,LSGG
Cairo Sphinx,SPX,HESX,London Luton,LTN,EGGW
Cairo Sphinx,SPX,HESX,Manchester,MAN,EGCC
Cairo Sphinx,SPX,HESX,Milan Malpensa,MXP,LIMC
Cairo Sphinx,SPX,HESX,Naples,NAP,LIRN
Cairo Sphinx,SPX,HESX,Nice,NCE,LFMN
Cairo Sphinx,SPX,HESX,Paris Charles de Gaulle,CDG,LFPG
Hurghada,HRG,HEGN,Amsterdam,AMS,EHAM
Hurghada,HRG,HEGN,Basel,BSL,LFSB
Hurghada,HRG,HEGN,Belfast Intl,BFS,EGAA
Hurghada,HRG,HEGN,Berlin Brandenburg,BER,EDDB
Hurghada,HRG,HEGN,Birmingham,BHX,EGBB
Hurghada,HRG,HEGN,Bordeaux,BOD,LFBD
Hurghada,HRG,HEGN,Bristol,BRS,EGGD
Hurghada,HRG,HEGN,Edinburgh,EDI,EGPH
Hurghada,HRG,HEGN,Geneva,GVA,LSGG
Hurghada,HRG,HEGN,Glasgow,GLA,EGPF
Hurghada,HRG,HEGN,Liverpool,LPL,EGGP
Hurghada,HRG,HEGN,London Gatwick,LGW,EGKK
Hurghada,HRG,HEGN,London Luton,LTN,EGGW
Hurghada,HRG,HEGN,Lyon,LYS,LFLL
Hurghada,HRG,HEGN,Manchester,MAN,EGCC
Hurghada,HRG,HEGN,Milan Malpensa,MXP,LIMC
Hurghada,HRG,HEGN,Nantes,NTE,LFRS
Hurghada,HRG,HEGN,Naples,NAP,LIRN
Hurghada,HRG,HEGN,Newcastle,NCL,EGNT
Hurghada,HRG,HEGN,Nice,NCE,LFMN
Hurghada,HRG,HEGN,Paris Charles de Gaulle,CDG,LFPG
Luxor,LXR,HELX,London Gatwick,LGW,EGKK
Luxor,LXR,HELX,Lyon,LYS,LFLL
Luxor,LXR,HELX,Milan Malpensa,MXP,LIMC
Luxor,LXR,HELX,Nantes,NTE,LFRS
Luxor,LXR,HELX,Paris Charles de Gaulle,CDG,LFPG
Marsa Alam,RMF,HEMA,Berlin Brandenburg,BER,EDDB
Marsa Alam,RMF,HEMA,Milan Malpensa,MXP,LIMC
Marsa Alam,RMF,HEMA,Naples,NAP,LIRN
Sharm El Sheikh,SSH,HESH,Amsterdam,AMS,EHAM
Sharm El Sheikh,SSH,HESH,Belfast Intl,BFS,EGAA
Sharm El Sheikh,SSH,HESH,Berlin Brandenburg,BER,EDDB
Sharm El Sheikh,SSH,HESH,Birmingham,BHX,EGBB
Sharm El Sheikh,SSH,HESH,Bristol,BRS,EGGD
Sharm El Sheikh,SSH,HESH,Edinburgh,EDI,EGPH
Sharm El Sheikh,SSH,HESH,Geneva,GVA,LSGG
Sharm El Sheikh,SSH,HESH,Glasgow,GLA,EGPF
Sharm El Sheikh,SSH,HESH,Liverpool,LPL,EGGP
Sharm El Sheikh,SSH,HESH,London Gatwick,LGW,EGKK
Sharm El Sheikh,SSH,HESH,London Luton,LTN,EGGW
Sharm El Sheikh,SSH,HESH,London Southend,SEN,EGMC
Sharm El Sheikh,SSH,HESH,Lyon,LYS,LFLL
Sharm El Sheikh,SSH,HESH,Manchester,MAN,EGCC
Sharm El Sheikh,SSH,HESH,Milan Malpensa,MXP,LIMC
Sharm El Sheikh,SSH,HESH,Naples,NAP,LIRN
Sharm El Sheikh,SSH,HESH,Newcastle,NCL,EGNT
Sharm El Sheikh,SSH,HESH,Paris Charles de Gaulle,CDG,LFPG
Kittila,KTT,EFKT,Liverpool,LPL,EGGP
Kittila,KTT,EFKT,London Gatwick,LGW,EGKK
Kittila,KTT,EFKT,London Luton,LTN,EGGW
Kittila,KTT,EFKT,Manchester,MAN,EGCC
Kittila,KTT,EFKT,Milan Malpensa,MXP,LIMC
Rovaniemi,RVN,EFRO,Belfast Intl,BFS,EGAA
Rovaniemi,RVN,EFRO,Berlin Brandenburg,BER,EDDB
Rovaniemi,RVN,EFRO,Birmingham,BHX,EGBB
Rovaniemi,RVN,EFRO,Bristol,BRS,EGGD
Rovaniemi,RVN,EFRO,Edinburgh,EDI,EGPH
Rovaniemi,RVN,EFRO,London Gatwick,LGW,EGKK
Rovaniemi,RVN,EFRO,London Luton,LTN,EGGW
Rovaniemi,RVN,EFRO,London Southend,SEN,EGMC
Rovaniemi,RVN,EFRO,Lyon,LYS,LFLL
Rovaniemi,RVN,EFRO,Manchester,MAN,EGCC
Rovaniemi,RVN,EFRO,Milan Malpensa,MXP,LIMC
Rovaniemi,RVN,EFRO,Newcastle,NCL,EGNT
Rovaniemi,RVN,EFRO,Paris Charles de Gaulle,CDG,LFPG
"Ajaccio, Corsica",AJA,LFKJ,Basel,BSL,LFSB
"Ajaccio, Corsica",AJA,LFKJ,Geneva,GVA,LSGG
"Ajaccio, Corsica",AJA,LFKJ,Lyon,LYS,LFLL
"Ajaccio, Corsica",AJA,LFKJ,Nantes,NTE,LFRS
"Ajaccio, Corsica",AJA,LFKJ,Paris Charles de Gaulle,CDG,LFPG
"Bastia, Corsica",BIA,LFKB,Basel,BSL,LFSB
"Bastia, Corsica",BIA,LFKB,Bordeaux,BOD,LFBD
"Bastia, Corsica",BIA,LFKB,Geneva,GVA,LSGG
"Bastia, Corsica",BIA,LFKB,London Gatwick,LGW,EGKK
"Bastia, Corsica",BIA,LFKB,Lyon,LYS,LFLL
Biarritz,BIQ,LFBZ,Basel,BSL,LFSB
Biarritz,BIQ,LFBZ,London Gatwick,LGW,EGKK
Biarritz,BIQ,LFBZ,Lyon,LYS,LFLL
Biarritz,BIQ,LFBZ,Milan Malpensa,MXP,LIMC
Biarritz,BIQ,LFBZ,Nice,NCE,LFMN
Bordeaux,BOD,LFBD,Agadir,AGA,GMAD
Bordeaux,BOD,LFBD,Athens,ATH,LGAV
Bordeaux,BOD,LFBD,Basel,BSL,LFSB
Bordeaux,BOD,LFBD,"Bastia, Corsica",BIA,LFKB
Bordeaux,BOD,LFBD,Belfast Intl,BFS,EGAA
Bordeaux,BOD,LFBD,Berlin Brandenburg,BER,EDDB
Bordeaux,BOD,LFBD,Birmingham,BHX,EGBB
Bordeaux,BOD,LFBD,Bristol,BRS,EGGD
Bordeaux,BOD,LFBD,Brussels Intl,BRU,EBBR
Bordeaux,BOD,LFBD,Budapest,BUD,LHBP
Bordeaux,BOD,LFBD,Corfu,CFU,LGKR
Bordeaux,BOD,LFBD,Crete Heraklion,HER,LGIR
Bordeaux,BOD,LFBD,Dubrovnik,DBV,LDDU
Bordeaux,BOD,LFBD,Edinburgh,EDI,EGPH
Bordeaux,BOD,LFBD,Essaouira,ESU,GMMI
Bordeaux,BOD,LFBD,Faro,FAO,LPFR
Bordeaux,BOD,LFBD,Geneva,GVA,LSGG
Bordeaux,BOD,LFBD,Glasgow,GLA,EGPF
Bordeaux,BOD,LFBD,Gran Canaria,LPA,GCLP
Bordeaux,BOD,LFBD,Hurghada,HRG,HEGN
Bordeaux,BOD,LFBD,Ibiza,IBZ,LEIB
Bordeaux,BOD,LFBD,Lanzarote,ACE,GCRR
Bordeaux,BOD,LFBD,Lille,LIL,LFQQ
Bordeaux,BOD,LFBD,Lisbon,LIS,LPPT
Bordeaux,BOD,LFBD,London Gatwick,LGW,EGKK
Bordeaux,BOD,LFBD,London Luton,LTN,EGGW
Bordeaux,BOD,LFBD,Lyon,LYS,LFLL
Bordeaux,BOD,LFBD,Madeira Funchal,FNC,LPMA
Bordeaux,BOD,LFBD,Majorca Palma,PMI,LEPA
Bordeaux,BOD,LFBD,Malaga,AGP,LEMG
Bordeaux,BOD,LFBD,Manchester,MAN,EGCC
Bordeaux,BOD,LFBD,Marrakech,RAK,GMMX
Bordeaux,BOD,LFBD,Marseille Provence,MRS,LFML
Bordeaux,BOD,LFBD,Menorca Mahon,MAH,LEMH
Bordeaux,BOD,LFBD,Milan Malpensa,MXP,LIMC
Bordeaux,BOD,LFBD,Naples,NAP,LIRN
Bordeaux,BOD,LFBD,Nice,NCE,LFMN
Bordeaux,BOD,LFBD,Porto,OPO,LPPR
Bordeaux,BOD,LFBD,Prague,PRG,LKPR
Bordeaux,BOD,LFBD,Rabat Sale Airport,RBA,GMME
Bordeaux,BOD,LFBD,Rome Fiumicino,FCO,LIRF
Bordeaux,BOD,LFBD,Sardinia Cagliari,CAG,LIEE
Bordeaux,BOD,LFBD,Sardinia Olbia,OLB,LIEO
Bordeaux,BOD,LFBD,Sicily Palermo,PMO,LICJ
Bordeaux,BOD,LFBD,Tenerife South,TFS,GCTS
Brest Brittany,BES,LFRB,London Gatwick,LGW,EGKK
"Calvi, Corsica",CLY,LFKC,Basel,BSL,LFSB
"Calvi, Corsica",CLY,LFKC,Geneva,GVA,LSGG
"Calvi, Corsica",CLY,LFKC,Lyon,LYS,LFLL
"Calvi, Corsica",CLY,LFKC,Paris Charles de Gaulle,CDG,LFPG
"Figari, Corsica",FSC,LFKF,Basel,BSL,LFSB
"Figari, Corsica",FSC,LFKF,Geneva,GVA,LSGG
"Figari, Corsica",FSC,LFKF,London Gatwick,LGW,EGKK
"Figari, Corsica",FSC,LFKF,Lyon,LYS,LFLL
"Figari, Corsica",FSC,LFKF,Milan Linate,LIN,LIML
"Figari, Corsica",FSC,LFKF,Paris Charles de Gaulle,CDG,LFPG
Grenoble,GNB,LFLS,Birmingham,BHX,EGBB
Grenoble,GNB,LFLS,Bristol,BRS,EGGD
Grenoble,GNB,LFLS,Edinburgh,EDI,EGPH
Grenoble,GNB,LFLS,London Gatwick,LGW,EGKK
Grenoble,GNB,LFLS,London Luton,LTN,EGGW
Grenoble,GNB,LFLS,Manchester,MAN,EGCC
La Rochelle,LRH,LFBH,Bristol,BRS,EGGD
La Rochelle,LRH,LFBH,Geneva,GVA,LSGG
La Rochelle,LRH,LFBH,London Gatwick,LGW,EGKK
La Rochelle,LRH,LFBH,Lyon,LYS,LFLL
La Rochelle,LRH,LFBH,Manchester,MAN,EGCC
Lille,LIL,LFQQ,Alicante,ALC,LEAL
Lille,LIL,LFQQ,Basel,BSL,LFSB
Lille,LIL,LFQQ,Bordeaux,BOD,LFBD
Lille,LIL,LFQQ,Geneva,GVA,LSGG
Lille,LIL,LFQQ,Majorca Palma,PMI,LEPA
Lille,LIL,LFQQ,Marrakech,RAK,GMMX
Lille,LIL,LFQQ,Nice,NCE,LFMN
Lille,LIL,LFQQ,Prague,PRG,LKPR
Lyon,LYS,LFLL,Agadir,AGA,GMAD
Lyon,LYS,LFLL,"Ajaccio, Corsica",AJA,LFKJ
Lyon,LYS,LFLL,Alicante,ALC,LEAL
Lyon,LYS,LFLL,Athens,ATH,LGAV
Lyon,LYS,LFLL,Bari,BRI,LIBD
Lyon,LYS,LFLL,"Bastia, Corsica",BIA,LFKB
Lyon,LYS,LFLL,Belfast Intl,BFS,EGAA
Lyon,LYS,LFLL,Berlin Brandenburg,BER,EDDB
Lyon,LYS,LFLL,Biarritz,BIQ,LFBZ
Lyon,LYS,LFLL,Bordeaux,BOD,LFBD
Lyon,LYS,LFLL,Brindisi,BDS,LIBR
Lyon,LYS,LFLL,Bristol,BRS,EGGD
Lyon,LYS,LFLL,Budapest,BUD,LHBP
Lyon,LYS,LFLL,"Calvi, Corsica",CLY,LFKC
Lyon,LYS,LFLL,Corfu,CFU,LGKR
Lyon,LYS,LFLL,Crete Chania,CHQ,LGSA
Lyon,LYS,LFLL,Crete Heraklion,HER,LGIR
Lyon,LYS,LFLL,Dubrovnik,DBV,LDDU
Lyon,LYS,LFLL,Edinburgh,EDI,EGPH
Lyon,LYS,LFLL,Essaouira,ESU,GMMI
Lyon,LYS,LFLL,Faro,FAO,LPFR
Lyon,LYS,LFLL,"Figari, Corsica",FSC,LFKF
Lyon,LYS,LFLL,Gran Canaria,LPA,GCLP
Lyon,LYS,LFLL,Hurghada,HRG,HEGN
Lyon,LYS,LFLL,Ibiza,IBZ,LEIB
Lyon,LYS,LFLL,La Rochelle,LRH,LFBH
Lyon,LYS,LFLL,Lanzarote,ACE,GCRR
Lyon,LYS,LFLL,Lisbon,LIS,LPPT
Lyon,LYS,LFLL,London Gatwick,LGW,EGKK
Lyon,LYS,LFLL,London Luton,LTN,EGGW
Lyon,LYS,LFLL,London Southend,SEN,EGMC
Lyon,LYS,LFLL,Luxor,LXR,HELX
Lyon,LYS,LFLL,Madeira Funchal,FNC,LPMA
Lyon,LYS,LFLL,Madrid,MAD,LEMD
Lyon,LYS,LFLL,Majorca Palma,PMI,LEPA
Lyon,LYS,LFLL,Malaga,AGP,LEMG
Lyon,LYS,LFLL,Manchester,MAN,EGCC
Lyon,LYS,LFLL,Marrakech,RAK,GMMX
Lyon,LYS,LFLL,Menorca Mahon,MAH,LEMH
Lyon,LYS,LFLL,Nantes,NTE,LFRS
Lyon,LYS,LFLL,Naples,NAP,LIRN
Lyon,LYS,LFLL,Nice,NCE,LFMN
Lyon,LYS,LFLL,Porto,OPO,LPPR
Lyon,LYS,LFLL,Prague,PRG,LKPR
Lyon,LYS,LFLL,Pristina,PRN,BKPR
Lyon,LYS,LFLL,Rabat Sale Airport,RBA,GMME
Lyon,LYS,LFLL,Reykjavik Keflavik,KEF,BIKF
Lyon,LYS,LFLL,Rome Fiumicino,FCO,LIRF
Lyon,LYS,LFLL,Rovaniemi,RVN,EFRO
Lyon,LYS,LFLL,Sardinia Cagliari,CAG,LIEE
Lyon,LYS,LFLL,Sardinia Olbia,OLB,LIEO
Lyon,LYS,LFLL,Seville,SVQ,LEZL
Lyon,LYS,LFLL,Sharm El Sheikh,SSH,HESH
Lyon,LYS,LFLL,Sicily Catania,CTA,LICC
Lyon,LYS,LFLL,Sicily Palermo,PMO,LICJ
Lyon,LYS,LFLL,Split,SPU,LDSP
Lyon,LYS,LFLL,Tangier,TNG,GMTT
Lyon,LYS,LFLL,Tenerife South,TFS,GCTS
Lyon,LYS,LFLL,Toulouse,TLS,LFBO
Lyon,LYS,LFLL,Venice Marco Polo,VCE,LIPZ
Marseille Provence,MRS,LFML,Bordeaux,BOD,LFBD
Marseille Provence,MRS,LFML,Bristol,BRS,EGGD
Marseille Provence,MRS,LFML,London Gatwick,LGW,EGKK
Montpellier,MPL,LFMT,Basel,BSL,LFSB
Montpellier,MPL,LFMT,London Gatwick,LGW,EGKK
Montpellier,MPL,LFMT,Majorca Palma,PMI,LEPA
Montpellier,MPL,LFMT,Manchester,MAN,EGCC
Nantes,NTE,LFRS,"Ajaccio, Corsica",AJA,LFKJ
Nantes,NTE,LFRS,Alicante,ALC,LEAL
Nantes,NTE,LFRS,Basel,BSL,LFSB
Nantes,NTE,LFRS,Brussels Intl,BRU,EBBR
Nantes,NTE,LFRS,Budapest,BUD,LHBP
Nantes,NTE,LFRS,Corfu,CFU,LGKR
Nantes,NTE,LFRS,Crete Chania,CHQ,LGSA
Nantes,NTE,LFRS,Crete Heraklion,HER,LGIR
Nantes,NTE,LFRS,Dubrovnik,DBV,LDDU
Nantes,NTE,LFRS,Essaouira,ESU,GMMI
Nantes,NTE,LFRS,Faro,FAO,LPFR
Nantes,NTE,LFRS,Geneva,GVA,LSGG
Nantes,NTE,LFRS,Gran Canaria,LPA,GCLP
Nantes,NTE,LFRS,Hurghada,HRG,HEGN
Nantes,NTE,LFRS,Ibiza,IBZ,LEIB
Nantes,NTE,LFRS,Lanzarote,ACE,GCRR
Nantes,NTE,LFRS,Lisbon,LIS,LPPT
Nantes,NTE,LFRS,London Gatwick,LGW,EGKK
Nantes,NTE,LFRS,Luxor,LXR,HELX
Nantes,NTE,LFRS,Lyon,LYS,LFLL
Nantes,NTE,LFRS,Madeira Funchal,FNC,LPMA
Nantes,NTE,LFRS,Madrid,MAD,LEMD
Nantes,NTE,LFRS,Majorca Palma,PMI,LEPA
Nantes,NTE,LFRS,Malaga,AGP,LEMG
Nantes,NTE,LFRS,Marrakech,RAK,GMMX
Nantes,NTE,LFRS,Menorca Mahon,MAH,LEMH
Nantes,NTE,LFRS,Milan Malpensa,MXP,LIMC
Nantes,NTE,LFRS,Naples,NAP,LIRN
Nantes,NTE,LFRS,Nice,NCE,LFMN
Nantes,NTE,LFRS,Porto,OPO,LPPR
Nantes,NTE,LFRS,Prague,PRG,LKPR
Nantes,NTE,LFRS,Rabat Sale Airport,RBA,GMME
Nantes,NTE,LFRS,Rhodes,RHO,LGRP
Nantes,NTE,LFRS,Rome Fiumicino,FCO,LIRF
Nantes,NTE,LFRS,Sardinia Olbia,OLB,LIEO
Nantes,NTE,LFRS,Sicily Catania,CTA,LICC
Nantes,NTE,LFRS,Tenerife South,TFS,GCTS
Nantes,NTE,LFRS,Toulouse,TLS,LFBO
Nice,NCE,LFMN,Agadir,AGA,GMAD
Nice,NCE,LFMN,Amsterdam,AMS,EHAM
Nice,NCE,LFMN,Athens,ATH,LGAV
Nice,NCE,LFMN,Bari,BRI,LIBD
Nice,NCE,LFMN,Basel,BSL,LFSB
Nice,NCE,LFMN,Belfast Intl,BFS,EGAA
Nice,NCE,LFMN,Berlin Brandenburg,BER,EDDB
Nice,NCE,LFMN,Biarritz,BIQ,LFBZ
Nice,NCE,LFMN,Birmingham,BHX,EGBB
Nice,NCE,LFMN,Bordeaux,BOD,LFBD
Nice,NCE,LFMN,Bristol,BRS,EGGD
Nice,NCE,LFMN,Brussels Intl,BRU,EBBR
Nice,NCE,LFMN,Cairo Sphinx,SPX,HESX
Nice,NCE,LFMN,Crete Chania,CHQ,LGSA
Nice,NCE,LFMN,Edinburgh,EDI,EGPH
Nice,NCE,LFMN,Geneva,GVA,LSGG
Nice,NCE,LFMN,Hurghada,HRG,HEGN
Nice,NCE,LFMN,Ibiza,IBZ,LEIB
Nice,NCE,LFMN,Lille,LIL,LFQQ
Nice,NCE,LFMN,Lisbon,LIS,LPPT
Nice,NCE,LFMN,Liverpool,LPL,EGGP
Nice,NCE,LFMN,London Gatwick,LGW,EGKK
Nice,NCE,LFMN,London Luton,LTN,EGGW
Nice,NCE,LFMN,Lyon,LYS,LFLL
Nice,NCE,LFMN,Madeira Funchal,FNC,LPMA
Nice,NCE,LFMN,Madrid,MAD,LEMD
Nice,NCE,LFMN,Majorca Palma,PMI,LEPA
Nice,NCE,LFMN,Malaga,AGP,LEMG
Nice,NCE,LFMN,Malta,MLA,LMML
Nice,NCE,LFMN,Manchester,MAN,EGCC
Nice,NCE,LFMN,Marrakech,RAK,GMMX
Nice,NCE,LFMN,Mykonos,JMK,LGMK
Nice,NCE,LFMN,Nantes,NTE,LFRS
Nice,NCE,LFMN,Naples,NAP,LIRN
Nice,NCE,LFMN,Newcastle,NCL,EGNT
Nice,NCE,LFMN,Paris Charles de Gaulle,CDG,LFPG
Nice,NCE,LFMN,Paris Orly,ORY,LFPO
Nice,NCE,LFMN,Porto,OPO,LPPR
Nice,NCE,LFMN,Prague,PRG,LKPR
Nice,NCE,LFMN,Rabat Sale Airport,RBA,GMME
Nice,NCE,LFMN,Rennes,RNS,LFRN
Nice,NCE,LFMN,Rome Fiumicino,FCO,LIRF
Nice,NCE,LFMN,Santorini,JTR,LGSR
Nice,NCE,LFMN,Sardinia Cagliari,CAG,LIEE
Nice,NCE,LFMN,Sardinia Olbia,OLB,LIEO
Nice,NCE,LFMN,Sicily Palermo,PMO,LICJ
Nice,NCE,LFMN,Strasbourg,SXB,LFST
Nice,NCE,LFMN,Tenerife South,TFS,GCTS
Nice,NCE,LFMN,Toulouse,TLS,LFBO
Nice,NCE,LFMN,Venice Marco Polo,VCE,LIPZ
Paris Charles de Gaulle,CDG,LFPG,Aberdeen,ABZ,EGPD
Paris Charles de Gaulle,CDG,LFPG,Agadir,AGA,GMAD
